"I_D"	"FLAG_TSUNAMI"	"YEAR"	"MONTH"	"DAY"	"HOUR"	"MINUTE"	"SECOND"	"FOCAL_DEPTH"	"EQ_MAG_MW"	"EQ_MAG_MS"	"Max.Richter"	"EQ_MAG_MB"	"EQ_MAG_ML"	"EQ_MAG_MFA"	"EQ_MAG_UNK"	"INTENSITY"	"COUNTRY"	"STATE"	"LOCATION_NAME"	"LATITUDE"	"LONGITUDE"	"REGION_CODE"	"DEATHS"	"DEATHS_DESCRIPTION"	"MISSING"	"MISSING_DESCRIPTION"	"INJURIES"	"INJURIES_DESCRIPTION"	"DAMAGE_MILLIONS_DOLLARS"	"DAMAGE_DESCRIPTION"	"HOUSES_DESTROYED"	"HOUSES_DESTROYED_DESCRIPTION"	"HOUSES_DAMAGED"	"HOUSES_DAMAGED_DESCRIPTION"	"TOTAL_DEATHS"	"TOTAL_DEATHS_DESCRIPTION"	"TOTAL_MISSING"	"TOTAL_MISSING_DESCRIPTION"	"TOTAL_INJURIES"	"TOTAL_INJURIES_DESCRIPTION"	"TOTAL_DAMAGE_MILLIONS_DOLLARS"	"TOTAL_DAMAGE_DESCRIPTION"	"TOTAL_HOUSES_DESTROYED"	"TOTAL_HOUSES_DESTROYED_DESCRIPTION"	"TOTAL_HOUSES_DAMAGED"	"TOTAL_HOUSES_DAMAGED_DESCRIPTION"
6427	"Tsu"	1970	6	14	NA	NA	NA	10	NA	6	6	NA	NA	NA	NA	NA	"CHILE"	""	"S. CHILE"	-52	-73.8	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6428	"Tsu"	1970	6	19	10	56	13.5	44	NA	6.4	6.4	6.1	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-22.28	-70.55	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6430	"Tsu"	1970	7	25	22	41	10.7	34	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"SEIKAIDO, JAPAN"	32.2	131.7	30	NA	NA	NA	NA	13	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	13	1	NA	1	NA	NA	NA	NA
6328	"Tsu"	1970	9	28	19	1	NA	NA	NA	5.1	5.1	NA	NA	NA	NA	NA	"NEW ZEALAND"	""	"NEW ZEALAND"	-44.64	173.62	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4547	"Tsu"	1970	9	30	9	52	22.7	33	NA	5.3	5.3	NA	NA	NA	NA	7	"PHILIPPINES"	""	"PHILIPPINES:  BATAN ISLANDS:  BASCO, SABTANG"	20.6	122	170	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
4550	"Tsu"	1970	10	31	17	53	9.3	42	NA	7.3	7.3	7.1	NA	NA	NA	8	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  MADANG"	-4.9	145.5	170	15	1	NA	NA	20	1	1.75	2	800	3	800	3	18	1	NA	NA	20	1	1.75	2	800	3	NA	NA
6432	"Tsu"	1970	11	28	11	8	40	33	NA	6	6	5.8	NA	NA	NA	NA	"CHILE"	""	"N. CHILE"	-20.94	-69.81	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6555	"Tsu"	1970	12	4	1	59	25	7	NA	5.1	5.1	NA	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  BLACK SEA"	43.84	39.34	40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6433	"Tsu"	1971	5	2	6	8	27.3	43	NA	7.1	7.1	6	NA	NA	NA	6	"USA"	"AK"	"ALASKA:  ANDREANOF ISLANDS"	51.4	-177.2	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4572	"Tsu"	1971	7	9	3	3	18.7	58	NA	7.5	7.5	6.6	NA	NA	NA	9	"CHILE"	""	"CHILE:  CENTRAL"	-32.5	-71.2	160	83	2	NA	NA	447	3	236.4	4	NA	3	NA	NA	83	2	NA	NA	447	3	236.4	4	NA	3	NA	NA
4574	"Tsu"	1971	7	14	6	11	29.1	47	NA	7.9	7.9	NA	NA	NA	NA	9	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  NEW IRELAND: BOUGAINVILLE"	-5.5	153.9	170	2	1	NA	NA	5	1	NA	1	NA	NA	NA	NA	4	1	NA	NA	5	1	NA	1	NA	NA	NA	NA
4576	"Tsu"	1971	7	26	1	23	21.3	48	NA	7.9	7.9	6.3	NA	NA	NA	6	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  BISMARCK SEA  RABAUL"	-4.9	153.2	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6434	"Tsu"	1971	8	2	7	24	56.8	51	NA	7.3	7.3	6.6	NA	NA	NA	NA	"JAPAN"	""	"JAPAN TRENCH"	41.4	143.5	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
4582	"Tsu"	1971	9	5	18	35	25	9	NA	7.1	7.1	6.3	NA	NA	NA	9	"RUSSIA"	""	"RUSSIA:  SAKHALIN, MONERON ISLAND"	46.5	141.2	50	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6435	"Tsu"	1971	9	6	13	37	10.8	29	NA	5.5	6.1	6.1	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  KHOLMSK"	46.7	141.4	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6436	"Tsu"	1971	9	8	11	48	23.4	6	NA	6.6	6.6	5.9	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  TATAR STRAIT"	46.4	141.2	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6548	"Tsu"	1971	9	8	16	59	52.6	16	NA	6.2	6.2	5.9	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  TATAR STRAIT"	46.3	140.9	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6437	"Tsu"	1971	9	25	4	36	14	115	NA	7	7	6.3	NA	NA	NA	7	"PAPUA NEW GUINEA"	""	"BISMARCK SEA"	-6.5	146.6	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
7402	"Tsu"	1971	9	27	19	1	45.3	21	NA	6.1	6.1	5.9	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  SAKHALIN, MONERON ISLAND"	46.4	141.1	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6438	"Tsu"	1971	11	6	22	0	0.1	2	NA	5.7	6.8	6.8	NA	NA	NA	NA	"USA"	"AK"	"ALASKA:  ALEUTIAN ISLANDS:  RAT ISLANDS"	51.5	179.1	150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4588	"Tsu"	1971	12	15	8	29	55.3	33	NA	7.8	7.8	6.1	NA	NA	7.8	10	"RUSSIA"	""	"RUSSIA:  OFF KAMCHATKA, SHEMYA, ATTU"	56	163.3	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4590	"Tsu"	1972	1	25	2	6	23.3	33	NA	7.5	7.5	6.3	NA	NA	NA	6	"TAIWAN"	""	"TAIWAN"	22.5	122.3	30	1	1	NA	NA	NA	NA	NA	1	5	1	NA	NA	1	1	NA	NA	NA	NA	NA	1	5	1	NA	NA
4595	"Tsu"	1972	2	29	9	22	59.8	56	NA	7.2	7.2	6.3	NA	NA	NA	10	"JAPAN"	""	"JAPAN:  S OF HONSHU:  HACHIJOJIMA, TOKYO"	33.3	140.8	30	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6440	"Tsu"	1972	6	8	18	53	41.7	39	NA	6.6	6.6	6.2	NA	NA	NA	7	"CHILE"	""	"CENTRAL CHILE"	-30.5	-71.8	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4609	"Tsu"	1972	7	30	21	45	14.1	25	NA	7.6	7.6	6.5	NA	NA	7.6	7	"USA"	"AK"	"ALASKA:  SITKA, JUNEAU"	56.82	-135.68	150	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6441	"Tsu"	1972	8	17	23	44	5.9	10	NA	7.1	7.1	6.4	NA	NA	NA	5	"SOLOMON SEA"	""	"W. SOLOMON SEA"	-6	152.9	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4616	"Tsu"	1972	12	2	0	19	47.2	73	NA	7.4	7.8	6.3	NA	NA	7.8	6	"PHILIPPINES"	""	"PHILIPPINES:  MINDANAO, DAVAO"	6.5	126.6	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
4617	"Tsu"	1972	12	4	10	16	12	66	NA	7.4	7.4	6.6	NA	NA	NA	10	"JAPAN"	""	"JAPAN:  S OF HONSHU, HACHIJOJIMA"	33.3	140.7	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
6442	"Tsu"	1972	12	29	4	51	1.6	60	NA	5.4	6	5.1	NA	NA	6	NA	"CHILE"	""	"CENTRAL CHILE"	-30.6	-71	160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4622	"Tsu"	1973	1	30	21	1	12.5	43	NA	7.5	7.5	6.2	NA	NA	NA	NA	"MEXICO"	""	"MEXICO:  S, FARIAS, TECOMAN"	18.48	-103	150	56	2	NA	NA	390	3	NA	2	NA	2	NA	NA	56	2	NA	NA	390	3	NA	2	NA	2	NA	NA
4629	"Tsu"	1973	2	28	6	37	49.5	27	NA	7.2	7.2	6.3	NA	NA	NA	8	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS, HIROO, URAKAWA"	50.5	156.6	50	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
4632	"Tsu"	1973	3	17	8	30	51.8	33	NA	7.5	7.5	5.6	NA	NA	NA	9	"PHILIPPINES"	""	"PHILIPPINES:  QUEZON CITY:  CALAUG,LOPEZ,GUIAYANGAN"	13.4	122.8	170	15	1	NA	NA	64	2	0.45	1	NA	NA	NA	NA	15	1	NA	NA	64	2	0.45	1	NA	NA	NA	NA
4638	"Tsu"	1973	6	17	3	55	2.9	48	NA	7.7	7.7	6.5	NA	NA	7.7	8	"JAPAN"	""	"JAPAN:  HOKKAIDO ISLAND"	43.2	145.8	30	NA	NA	NA	NA	27	1	5	2	2	1	NA	NA	27	1	NA	NA	NA	NA	5	2	2	1	NA	NA
4639	"Tsu"	1973	6	24	2	43	25.5	50	NA	7.1	7.1	6.3	NA	NA	NA	8	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	43.3	146.4	50	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	NA	NA	NA
7801	"Tsu"	1973	6	26	22	32	0.2	50	NA	6.6	6.6	5.8	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS:  S"	43.2	146.6	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4644	"Tsu"	1973	10	5	5	47	51.1	14	NA	6.7	6.7	5.8	NA	NA	NA	7	"CHILE"	""	"CHILE:  VALPARAISO, LA LIGUA, SANTIAGO"	-32.5	-71.5	160	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6443	"Tsu"	1974	1	31	23	30	5.3	34	NA	7	7	6	NA	NA	NA	NA	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-7.5	155.9	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6598	"Tsu"	1974	2	1	3	12	33.1	40	NA	7.1	7.1	6.2	NA	NA	NA	6	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-7.4	155.6	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
4656	"Tsu"	1974	5	8	23	33	25.2	2	NA	6.5	6.5	6	NA	NA	NA	9	"JAPAN"	""	"JAPAN:  NAKAGI"	34.5	138.7	30	30	1	NA	NA	102	3	NA	2	134	3	NA	NA	27	1	NA	NA	102	3	NA	2	134	3	NA	NA
6444	"Tsu"	1974	8	18	10	44	12.8	36	NA	7.1	7.1	5.9	NA	NA	NA	6	"CHILE"	""	"CHILE:  LA UNION, VALDIVIA"	-38.5	-73.4	160	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6445	"Tsu"	1974	9	27	5	47	29.4	43	NA	6.7	6.7	6	NA	NA	NA	4	"RUSSIA"	""	"RUSSIA:  KURIL-JAPAN:  HOKKAIDO"	43.2	146.7	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4666	"Tsu"	1974	10	3	14	21	29.1	13	8.1	7.6	8.1	6.6	NA	NA	NA	9	"PERU"	""	"PERU:  LIMA, CALLAO"	-12.27	-77.79	160	78	2	NA	NA	2414	4	10	3	NA	3	NA	NA	78	2	NA	NA	2414	4	10	3	NA	3	NA	NA
4671	"Tsu"	1974	12	28	12	11	43.7	22	NA	6.2	6.2	6	NA	NA	NA	7	"PAKISTAN"	""	"PAKISTAN:  BALAKOT, PATAN"	35.1	72.9	60	5300	4	NA	NA	17000	4	3.255	2	NA	3	NA	3	5300	4	NA	NA	17000	4	3.255	2	NA	3	NA	NA
4676	"Tsu"	1975	1	15	9	42	24	NA	NA	5.9	5.9	NA	NA	NA	NA	7	"INDONESIA"	""	"INDONESIA:  MALUKU:  BANDANAIRA"	-5	130	170	NA	NA	NA	NA	NA	NA	NA	2	81	2	6	1	NA	NA	NA	NA	NA	NA	NA	2	81	2	6	1
6447	"Tsu"	1975	3	13	15	26	42.5	4	NA	6.9	6.9	6.2	NA	NA	NA	8	"CHILE"	""	"CHILE:  COQUIMBO, LA SERENA"	-29.9	-71.3	160	2	1	NA	NA	25	1	NA	1	NA	NA	NA	NA	2	1	NA	NA	25	1	NA	1	NA	NA	NA	NA
4691	"Tsu"	1975	5	26	9	11	51.5	33	7.7	7.9	7.9	6.7	NA	NA	NA	6	"ATLANTIC OCEAN"	""	"ATLANTIC OCEAN:  MADERIA ISLANDS"	35.997	-17.649	70	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6449	"Tsu"	1975	6	10	13	47	14.5	15	NA	7	7	5.8	NA	NA	NA	NA	"RUSSIA"	""	"RUSSIA:  KURIL-JAPAN:  HOKKAIDO"	43.024	147.734	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4694	"Tsu"	1975	7	20	14	37	39.9	49	NA	7.9	7.9	6.6	NA	NA	NA	8	"PAPUA NEW GUINEA"	""	"PAPUA NEW GUINEA:  BISMARCK SEA: BOUGAINVILLE"	-6.59	155.054	170	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	2	NA	NA
4703	"Tsu"	1975	10	31	8	28	2.6	50	NA	7.6	7.6	6.4	NA	NA	NA	6	"PHILIPPINES"	""	"PHILIPPINES"	12.54	125.993	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	2	30	1	NA	NA
4704	"Tsu"	1975	11	29	14	47	40.9	2	7.7	7.2	7.7	6	NA	NA	NA	9	"USA"	"HI"	"HAWAII"	19.451	-155.033	150	NA	NA	NA	NA	NA	NA	4	2	NA	NA	NA	NA	2	1	NA	NA	NA	NA	4	2	NA	3	NA	NA
4705	"Tsu"	1975	12	26	15	56	38.7	33	NA	7.8	7.8	6.4	NA	NA	7.8	5	"SAMOA"	""	"SAMOA ISLANDS"	-16.265	-172.467	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4709	"Tsu"	1976	1	14	16	47	33.5	33	NA	8	8.2	6.5	NA	NA	8.2	NA	"KERMADEC ISLANDS (NEW ZEALAND)"	""	"KERMADEC ISLANDS"	-28.427	-177.657	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6450	"Tsu"	1976	1	21	10	5	24.1	41	NA	7	7	6.3	NA	NA	NA	5	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.915	149.123	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4711	"Tsu"	1976	2	4	9	1	43.4	5	NA	7.5	7.5	6.2	NA	NA	NA	9	"GUATEMALA"	""	"GUATEMALA:  CHIMALTENANGO, GUATEMALA CITY"	15.324	-89.101	90	23000	4	NA	NA	76000	4	2147	4	NA	NA	NA	NA	23000	4	NA	NA	76000	4	2147	4	NA	NA	NA	NA
4739	"Tsu"	1976	8	16	16	11	7.3	33	8.1	7.9	8.1	6.4	NA	NA	NA	6	"PHILIPPINES"	""	"PHILIPPINES:  MINDANAO:  S"	6.262	124.023	170	690	4	NA	NA	3157	4	134	4	NA	NA	NA	NA	5066	4	NA	NA	8256	4	134	4	NA	NA	NA	NA
4769	"Tsu"	1977	4	2	7	15	22.7	33	NA	7.6	7.6	6.8	NA	NA	NA	6	"SAMOA"	""	"SAMOA ISLANDS:  APIA"	-16.696	-172.095	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
6798	"Tsu"	1977	4	20	23	13	10.4	33	NA	6.8	6.8	6.4	NA	NA	NA	6	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-9.828	160.323	170	34	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	34	1	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
6797	"Tsu"	1977	4	20	23	42	50.5	19	NA	7.6	7.6	6.3	NA	NA	NA	7	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-9.89	160.348	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
4774	"Tsu"	1977	4	21	4	24	9.6	33	NA	8.1	8.1	6.6	NA	NA	NA	7	"SOLOMON ISLANDS"	""	"SOLOMON ISLANDS"	-9.965	160.731	170	18	1	NA	NA	1	1	NA	3	NA	NA	NA	NA	18	1	NA	NA	1	1	NA	3	NA	NA	NA	NA
4777	"Tsu"	1977	6	22	12	8	33.4	65	NA	7.2	7.2	7.2	NA	NA	7.2	4	"TONGA"	""	"TONGA TRENCH"	-22.878	-175.9	170	1	1	NA	NA	5	1	1.2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4779	"Tsu"	1977	8	19	6	8	55.2	33	NA	8	8	7	NA	NA	NA	NA	"INDONESIA"	""	"INDONESIA:  SUNDA ISLANDS"	-11.085	118.464	170	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	189	3	NA	NA	75	2	1.2	2	NA	NA	NA	NA
6452	"Tsu"	1977	8	28	20	10	5	33	NA	5.5	5.5	5.2	NA	NA	NA	4	"PAPUA NEW GUINEA"	""	"ADMIRALTY ISLANDS"	-1.081	146.23	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6453	"Tsu"	1977	10	10	11	53	53.6	33	NA	7.2	7.2	6.6	NA	NA	NA	NA	"TONGA"	""	"TONGA TRENCH"	-25.856	-175.406	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4788	"Tsu"	1978	1	14	3	24	39	14	NA	6.6	7	6.2	NA	NA	7	5	"JAPAN"	""	"JAPAN:  TOKKAIDO, OSHIMA"	34.809	139.259	30	25	1	4	1	129	3	NA	3	85	2	544	3	25	1	NA	NA	129	3	NA	3	85	2	544	3
6599	"Tsu"	1978	3	22	0	50	32.2	33	NA	6.7	6.7	6.3	NA	NA	NA	4	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.026	149.002	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6799	"Tsu"	1978	3	22	21	34	33.4	33	NA	6.6	6.6	6	NA	NA	NA	5	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.14	149.029	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4796	"Tsu"	1978	3	23	0	31	2.1	46	NA	6.8	6.8	6.1	NA	NA	NA	5	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.209	148.971	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4797	"Tsu"	1978	3	23	3	15	20.3	33	NA	7.5	7.5	6.4	NA	NA	NA	6	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.932	148.439	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4798	"Tsu"	1978	3	24	19	47	50.7	33	NA	7.6	7.6	6.5	NA	NA	NA	6	"RUSSIA"	""	"RUSSIA:  KURIL ISLANDS"	44.244	148.862	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4806	"Tsu"	1978	6	12	8	14	26.4	44	NA	7.7	7.7	6.8	NA	NA	NA	8	"JAPAN"	""	"JAPAN:  SANRIKU"	38.19	142.028	30	28	1	NA	NA	10000	4	865	4	NA	4	NA	NA	28	1	NA	NA	10000	4	865	4	NA	4	NA	NA
6455	"Tsu"	1978	6	14	12	32	33.9	24	NA	6.9	6.9	6.1	NA	NA	NA	NA	"PHILIPPINES"	""	"MINDANAO ISLAND, PHILIPPINES"	8.249	122.403	170	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4808	"Tsu"	1978	6	20	20	3	21	3	NA	6.4	6.4	6.1	NA	NA	NA	8	"GREECE"	""	"GREECE: THESSALONIKI"	40.739	23.229	130	50	1	NA	NA	NA	3	250	4	NA	NA	NA	NA	50	1	NA	NA	NA	3	250	4	NA	NA	NA	NA
7775	"Tsu"	1978	6	22	6	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ITALY"	""	"ITALY:  ADRIATIC SEA"	NA	NA	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6456	"Tsu"	1978	7	23	14	42	36.9	17	NA	7.4	7.4	6.5	NA	NA	NA	NA	"TAIWAN"	""	"TAIWAN"	22.282	121.512	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
8260	"Tsu"	1978	8	14	14	17	50.4	30	NA	4.4	5	5	NA	NA	NA	NA	"SPAIN"	""	"SPAIN"	36.63	-6.871	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4819	"Tsu"	1978	11	29	19	52	47.6	18	NA	7.7	7.7	6.4	NA	NA	NA	NA	"MEXICO"	""	"MEXICO:  OAXACA"	16.01	-96.591	150	9	1	NA	NA	NA	3	NA	2	NA	NA	NA	NA	9	1	NA	NA	NA	3	NA	2	NA	NA	NA	NA
6600	"Tsu"	1979	2	20	6	32	32.2	10	NA	6.4	6.4	6	NA	NA	NA	NA	"JAPAN"	""	"IWATE, JAPAN"	40.232	143.703	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
6457	"Tsu"	1979	2	28	21	27	6.1	15	NA	7.1	7.1	6.4	NA	NA	NA	7	"USA"	"AK"	"ALASKA"	60.642	-141.593	150	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
4828	"Tsu"	1979	3	14	11	7	16.3	49	NA	7.6	7.6	6.5	NA	NA	NA	NA	"MEXICO"	""	"MEXICO:  GUERRERO"	17.813	-101.276	150	5	1	NA	NA	35	1	30	4	200	3	NA	NA	5	1	NA	NA	35	1	30	4	200	3	NA	NA
7281	"Tsu"	1979	4	9	2	10	20.3	10	NA	5.3	5.3	NA	NA	NA	NA	NA	"SERBIA AND MONTENEGRO"	""	"MONTENEGRO: BAR ULCINJ"	41.956	19.023	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
4830	"Tsu"	1979	4	15	6	19	44.1	10	NA	6.9	6.9	6.2	6.9	NA	NA	9	"SERBIA AND MONTENEGRO"	""	"BALKANS NW:  MONTENEGRO"	42.096	19.209	130	131	3	NA	NA	1001	4	2700	4	NA	4	NA	NA	131	3	NA	NA	1001	4	2700	4	NA	4	NA	NA
