"I_D"	"FLAG_TSUNAMI"	"YEAR"	"MONTH"	"DAY"	"HOUR"	"MINUTE"	"SECOND"	"FOCAL_DEPTH"	"EQ_MAG_MW"	"EQ_MAG_MS"	"Max.Richter"	"EQ_MAG_MB"	"EQ_MAG_ML"	"EQ_MAG_MFA"	"EQ_MAG_UNK"	"INTENSITY"	"COUNTRY"	"STATE"	"LOCATION_NAME"	"LATITUDE"	"LONGITUDE"	"REGION_CODE"	"DEATHS"	"DEATHS_DESCRIPTION"	"MISSING"	"MISSING_DESCRIPTION"	"INJURIES"	"INJURIES_DESCRIPTION"	"DAMAGE_MILLIONS_DOLLARS"	"DAMAGE_DESCRIPTION"	"HOUSES_DESTROYED"	"HOUSES_DESTROYED_DESCRIPTION"	"HOUSES_DAMAGED"	"HOUSES_DAMAGED_DESCRIPTION"	"TOTAL_DEATHS"	"TOTAL_DEATHS_DESCRIPTION"	"TOTAL_MISSING"	"TOTAL_MISSING_DESCRIPTION"	"TOTAL_INJURIES"	"TOTAL_INJURIES_DESCRIPTION"	"TOTAL_DAMAGE_MILLIONS_DOLLARS"	"TOTAL_DAMAGE_DESCRIPTION"	"TOTAL_HOUSES_DESTROYED"	"TOTAL_HOUSES_DESTROYED_DESCRIPTION"	"TOTAL_HOUSES_DAMAGED"	"TOTAL_HOUSES_DAMAGED_DESCRIPTION"
2	"Tsu"	-2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"SYRIA"	""	"SYRIA:  UGARIT"	35.683	35.8	130	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5877	"Tsu"	-1410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  THERA ISLAND (SANTORINI)"	36.4	25.4	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
9712	"Tsu"	-1365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SYRIA"	""	"SYRIAN COASTS"	35.683	35.8	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
7793	"Tsu"	-590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LEBANON"	""	"LEBANON:  SUR (TYRE)"	33.27	35.22	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7794	"Tsu"	-525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LEBANON"	""	"LEBANON:  SUR (TYRE), SAYDA (SAIDA)"	33.56	35.37	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9713	"Tsu"	-480	9	29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  SARONIC GULF"	37.9	23.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
17	"Tsu"	-479	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	9	"GREECE"	""	"GREECE:  MACEDONIA"	39.7	23.3	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5878	"Tsu"	-426	6	NA	NA	NA	NA	NA	NA	7.1	7.1	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  EUBOEA"	38.9	22.7	130	2500	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA	2500	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
20	"Tsu"	-373	NA	NA	NA	NA	NA	NA	NA	7.3	7.3	NA	NA	NA	NA	11	"GREECE"	""	"GREECE"	38.25	22.25	130	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
22	"Tsu"	-330	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	11	"GREECE"	""	"GREECE:  AEGEAN SEA"	40	25	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9652	"Tsu"	-326	11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"INDIA"	""	"INDIA:  KUTCH"	23	71	60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28	"Tsu"	-227	NA	NA	NA	NA	NA	100	NA	7.2	7.2	NA	NA	NA	NA	10	"GREECE"	""	"GREECE:  DODECANESE ISLANDS"	36.3	28.3	130	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
9752	"Tsu"	-223	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE"	NA	NA	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9732	"Tsu"	-218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"SPAIN"	""	"SPAIN:  CADIZ"	36.2	-7.17	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9733	"Tsu"	-210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PORTUGAL"	""	"PORTUGAL:  CABO SAN VICENTE"	36	-10.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7795	"Tsu"	-198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"EAST MEDITERRANEAN SEA"	36.404	25.396	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9734	"Tsu"	-60	NA	NA	NA	NA	NA	NA	NA	6.7	6.7	NA	NA	NA	NA	9	"PORTUGAL"	""	"PORTUGAL:  CABO SAN VICENTE"	36	-10	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
9753	"Tsu"	-58	NA	NA	NA	NA	NA	NA	NA	6.6	6.6	NA	NA	NA	NA	NA	"ALBANIA"	""	"ALBANIA:  DYRRACHIUM"	41.3	19.5	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9786	"Tsu"	-50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"BULGARIA"	""	"BULGARIA:  BISONE [KAVARNA], DIONISOPOLIS [BALCHIK]"	43.5	28.5	110	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
9754	"Tsu"	-50	NA	NA	NA	NA	NA	NA	NA	5.5	5.5	NA	NA	NA	NA	8	"GEORGIA"	""	"GEORGIA:  DYOSCURIA [SUKHUMI]"	43	41	40	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
7796	"Tsu"	-26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"CYPRUS"	""	"CYPRUS"	35	33	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5880	"Tsu"	62	NA	NA	NA	NA	NA	NA	NA	6.9	6.9	NA	NA	NA	NA	9	"GREECE"	""	"GREECE:  CRETE"	35.2	25.1	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
57	"Tsu"	76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"CYPRUS"	""	"CYPRUS:  PAPHOS, SALAMIS"	34.8	32	130	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	3	NA	NA
5882	"Tsu"	103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UKRAINE"	""	"UKRAINE:  BLACK SEA"	44.7	33.3	110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
64	"Tsu"	115	12	13	NA	NA	NA	NA	NA	7.5	7.5	NA	NA	NA	NA	11	"TURKEY"	""	"TURKEY:  ANTAKYA (ANTIOCH)"	36.1	36.1	140	260000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	260000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
9969	"Tsu"	120	NA	NA	NA	NA	NA	NA	NA	7.2	7.2	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY: NICOMEDIA, NICAEA"	40.77	29.92	140	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
65	"Tsu"	123	NA	NA	NA	NA	NA	NA	NA	6.3	6.3	NA	NA	NA	NA	8	"SOUTH KOREA"	""	"SOUTH KOREA:  KYONGJU"	35.8	129.2	30	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	NA
5883	"Tsu"	142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"GREECE"	""	"GREECE:  RHODES"	36.7	28	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5884	"Tsu"	173	6	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"CHINA"	""	"CHINA:  YELLOW SEA"	37.5	120	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9757	"Tsu"	177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"ITALY"	""	"ITALY:  SICILY"	38	15	130	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
9984	"Tsu"	258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	"ITALY"	""	"ITALY:  ROME"	41.9	12.45	130	NA	NA	NA	NA	NA	NA	NA	3	1001	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	1001	4	NA	NA
8199	"Tsu"	262	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"LIBYA"	""	"LIBYA:  CYRENAICA (CLAUDIOPOLIS)"	36.6	30	15	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	3	NA	NA
9988	"Tsu"	315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ISRAEL"	""	"ISRAEL:  AEROPOLIS"	31.7	35.5	140	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
84	"Tsu"	344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  DARDANELLES"	40.3	26.5	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
9989	"Tsu"	346	NA	NA	NA	NA	NA	NA	NA	6.8	6.8	NA	NA	NA	NA	9	"ALBANIA"	""	"ALBANIA:  DURRES (DYRRACHIUM)"	41.4	19.4	130	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	3	NA	NA
86	"Tsu"	348	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"LEBANON"	""	"LEBANON:  BAYRUT (BEROUTH)"	33.9	35.5	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
89	"Tsu"	358	8	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	"TURKEY"	""	"TURKEY:  IZNIK, IZMIT [NICOMEDIA]"	40.77	29.9	140	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
92	"Tsu"	362	5	24	NA	NA	NA	NA	NA	6.4	6.4	NA	NA	NA	NA	NA	"JORDAN"	""	"JORDAN:  AL-KARAK"	31.3	35.6	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
95	"Tsu"	365	7	21	NA	NA	NA	NA	NA	8	8	NA	NA	NA	NA	11	"GREECE"	""	"GREECE:  CRETE:  KNOSSOS"	35	23	130	NA	3	NA	NA	NA	NA	NA	4	NA	3	NA	3	5700	4	NA	NA	NA	NA	NA	4	NA	3	NA	NA
9758	"Tsu"	382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"PORTUGAL"	""	"PORTUGAL:  CABO SAN VICENTE:  SW"	36	-10.83	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5885	"Tsu"	407	4	1	NA	NA	NA	NA	NA	6.6	6.6	NA	NA	NA	NA	8	"TURKEY"	""	"TURKEY:  MARMARA SEA"	41	29	140	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5887	"Tsu"	447	1	26	NA	NA	NA	NA	NA	7.3	7.3	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  ISTANBUL (CONSTANTINOPLE)"	40.9	28.5	140	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
9972	"Tsu"	450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	"TURKEY"	""	"INSTANBUL (CONSTANTINOPLE)"	40.4	28.4	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5888	"Tsu"	478	9	25	NA	NA	NA	NA	NA	7.2	7.2	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  MARMARA SEA"	40.8	29.2	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5889	"Tsu"	543	NA	NA	NA	NA	NA	NA	NA	6.8	6.8	NA	NA	NA	NA	10	"TURKEY"	""	"TURKEY:  CYZICUS"	40.3	27.8	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
138	"Tsu"	551	7	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"GREECE"	""	"GREECE"	38.4	22.3	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	"Tsu"	551	7	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"LEBANON"	""	"LEBANON:  BAYRUT (BEIRUT); EGYPT; IRAQ;SAUDI ARABIA"	33.9	35.5	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5892	"Tsu"	554	8	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TURKEY"	""	"TURKEY: MANDELIA"	36.5	27.5	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
9971	"Tsu"	557	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  ISTANBUL (CONSTANTINOPLE)"	40.9	27.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
146	"Tsu"	558	12	14	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY"	40.9	28.8	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
162	"Tsu"	684	11	29	NA	NA	NA	NA	NA	8.4	8.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN"	32.5	134	30	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	NA	NA	NA
5894	"Tsu"	701	5	12	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KYOTO PREFECTURE"	35.7	135.4	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5895	"Tsu"	704	8	2	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KUMANONADA"	33.8	136.7	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
171	"Tsu"	740	10	26	NA	NA	NA	NA	NA	7.3	7.3	NA	NA	NA	NA	9	"TURKEY"	""	"TURKEY:  ISTANBUL (CONSTANTINOPLE)"	40.7	29.3	140	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
9810	"Tsu"	744	6	30	NA	NA	NA	NA	NA	6.4	6.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SHIMABARA, YATSUSHIRO, HIGO"	32.4	130.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1520	4	NA	NA	NA	NA	NA	2	470	3	NA	NA
5896	"Tsu"	745	6	9	NA	NA	NA	NA	NA	6.5	6.5	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN: OSAKA BAY"	34.6	135.3	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
177	"Tsu"	746	1	18	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	7	11	"ISRAEL"	""	"ISRAEL:  TEVERYA (TIBERIAS), ARIHA (JERICHO)"	32	35.5	140	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7341	"Tsu"	766	7	20	NA	NA	NA	NA	NA	NA	6.5	NA	NA	NA	6.5	NA	"JAPAN"	""	"JAPAN:  N. KAGOSHIMA BAY"	31.6	130.7	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
5897	"Tsu"	803	12	19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"TURKEY"	""	"TURKEY: GULF OF ISKENDERUN"	36.95	35.6	140	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5898	"Tsu"	818	8	NA	NA	NA	NA	NA	NA	7.9	7.9	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  TOKKAIDO"	35.2	139.3	30	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
8262	"Tsu"	842	10	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"UK"	""	"UNITED KINGDOM:  CHANNEL ISLANDS; GAUL"	49.5	-2.5	120	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
5899	"Tsu"	850	11	27	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  YOMAGATA, SHONAI"	39	139.9	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
7342	"Tsu"	863	7	10	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN: NAOETSU, NIIGATA PREFECTURE"	37.1	138	30	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
247	"Tsu"	869	7	13	NA	NA	NA	NA	NA	8.6	8.6	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SANRIKU"	38.5	143.8	30	NA	3	NA	NA	NA	NA	NA	4	NA	3	NA	NA	NA	4	NA	NA	NA	NA	NA	4	NA	3	NA	NA
5900	"Tsu"	887	8	2	NA	NA	NA	NA	NA	6.5	6.5	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  HONSHU:  NIIGATA"	37.5	138.1	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2000	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
262	"Tsu"	887	8	26	NA	NA	NA	NA	NA	8.6	8.6	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NANKAIDO"	33	135.3	30	NA	2	NA	NA	NA	NA	NA	3	NA	3	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	3	NA	NA
5901	"Tsu"	922	NA	NA	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  KUMANONADA"	33.8	136.7	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
287	"Tsu"	957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"IRAN"	""	"IRAN:  RAY, TALQAN"	35.7	51.4	140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
294	"Tsu"	963	7	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"ITALY"	""	"ITALY:  SICILY"	38	15	130	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
304	"Tsu"	991	4	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"SYRIA"	""	"SYRIA:  DIMASHQ (DAMASCUS)"	33.5	36.3	140	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
318	"Tsu"	1008	4	11	NA	NA	NA	NA	NA	6.5	6.5	NA	NA	NA	NA	NA	"IRAN"	""	"IRAN-IRAQ:  DAINAWAR"	27.665	52.348	140	16000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	16000	4	NA	NA	NA	NA	NA	4	NA	NA	NA	NA
5902	"Tsu"	1026	6	16	NA	NA	NA	NA	NA	7.5	7.5	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  OFF MASUDA, SHIMANE PREFECTURE"	34.8	131.8	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1001	4	NA	NA	NA	NA	NA	3	3000	4	NA	NA
8156	"Tsu"	1033	12	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	"SYRIA"	""	"ISRAEL:  RAMALA, GAZA, NABLUS; EGYPT"	33	35	140	70000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA	70000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
8237	"Tsu"	1039	2	2	NA	NA	NA	NA	NA	6.8	6.8	NA	NA	NA	NA	NA	"TURKEY"	""	"TURKEY:  ISTANBUL (CONSTANTINOPLE)"	38.4	27.3	140	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	2	NA	NA
361	"Tsu"	1068	3	18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	"ISRAEL"	""	"ISRAEL:  RAMLA,PALESTINE,JERUSALEM,TABUK,KUFA,HALLA"	29.5	34.95	140	NA	3	NA	NA	NA	NA	NA	4	NA	4	NA	NA	NA	3	NA	NA	NA	NA	NA	4	NA	4	NA	NA
5904	"Tsu"	1088	6	10	NA	NA	NA	NA	NA	7	7	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  SANRIKU"	40.5	143	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
375	"Tsu"	1096	12	17	NA	NA	NA	NA	NA	8.4	8.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  ENSHUNADA"	34	137.5	30	400	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
7381	"Tsu"	1099	2	22	NA	NA	NA	NA	NA	8.4	8.4	NA	NA	NA	NA	NA	"JAPAN"	""	"JAPAN:  NANKAIDO"	33	135.5	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
421	"Tsu"	1169	2	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"ITALY"	""	"ITALY:  SICILY:  SIRACUSA (SYRACUSE); CALABRIA"	37.3	15.03	130	16000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA	16000	4	NA	NA	NA	NA	NA	3	NA	3	NA	NA
9807	"Tsu"	1172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"ITALY"	""	"ITALY:  SICILY"	38	15	130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
440	"Tsu"	1202	5	20	NA	NA	NA	NA	NA	7.6	7.6	NA	NA	NA	NA	11	"SYRIA"	""	"SYRIA:  SOUTHWESTERN"	33.5	36	140	30000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA	30000	4	NA	NA	NA	NA	NA	4	NA	4	NA	NA
